,MachineIdentifier,HasDetections,EngineVersion_FE,AppVersion_FE,AvSigVersion_FE,Census_OSVersion_FE,SmartScreen_BE_ExistsNotSet
7725,00395aab0ab83c167c0237b2ff6743a0,1,1,1,0.086956522,0.38590604,0
9455,0046b069c98e99913e57f6ad55774b82,1,0.998826291,0.017152659,0.086956522,0.013422819,0
1319,0009d3237f74fa61fad143289cbd03c9,0,0.998826291,1,0.347826087,0.38590604,0
8571,0040099cd88673aed2be6fd0bd6c0dc1,0,0.998826291,1,0.086956522,0.38590604,0
3798,001bc8a8b0d608a23e1716fb61daacc8,0,0.998826291,1,0.130434783,1,0
5998,002c04f6a7ef343e90c82e0d87e85258,0,1,1,0.217391304,0.10738255,0
6411,002f0caf1291f84fa0195ddf3acda6ad,0,1,0.025728988,0.260869565,0.020134228,0
4403,002029ad7254ca3002aeb0fb9597346c,0,1,1,0.434782609,0.010067114,0
1280,0009851d5b5b418646cb565b96061dc1,0,1,1,0.652173913,0.291946309,0
4347,001fcc2e4f64773003542f6e9a0c5b9b,1,1,0.022298456,0.260869565,0.063758389,0
6631,0030df1c6143d8f38cbed87f7404d4b2,1,0.998826291,1,0.086956522,0.110738255,1
2843,0014ed63e00b35e39fe1f3490969bd6f,0,0.998826291,1,0.130434783,1,0
7751,003990168d6db79acc1cfef948b5d184,1,1,1,0.608695652,0.214765101,0
8666,0040beb561359971e2381d92b63637f0,0,0.998826291,1,0.130434783,1,0
5809,002a9434f0e2dfc1783a426f7095902b,0,0.998826291,1,0.347826087,0.281879195,0
6086,002c80e482cc7fc8c191d212953d43d1,0,1,0.060034305,0.173913043,0.110738255,0
8568,0040022ee50787ef5b9bf986deafe47e,1,1,0.162950257,0.130434783,0.617449664,0
6231,002da8306be97bc0e501f2735bd897a7,0,0.998826291,0.062607204,0.086956522,0.291946309,0
6357,002ea8cee79196fbd5225825d021cc4b,0,1,1,0.130434783,0.617449664,0
8063,003c0b0d00c8295e8ff487023c275f5b,0,1,1,0.391304348,0.010067114,0
5591,00290d838419b13346efad71aad3ee79,0,0.998826291,1,0.130434783,0.010067114,0
340,000299308a49720a17cab3c0cf73505d,1,0.031690141,0.062607204,0.043478261,0.003355705,0
1420,000aa11aa06cb1b873a45359dab24019,0,0.018779343,0.011149228,0.086956522,0.020134228,0
7885,003a8a68da46461c67fb9bd432260cc8,1,0.998826291,1,0.173913043,0.355704698,0
5130,00257c4bd2ed8727473311b10147ff86,1,1,0.162950257,0.391304348,0.617449664,0
6002,002c078dade6a18a9e7fa92ba3d24c04,1,1,1,0.173913043,0.151006711,1
893,00066faa9a4e824e265390cf9c00f3be,1,0.998826291,1,0.347826087,0.355704698,0
7599,0038689836545cce567371294c5944ed,0,0.998826291,1,0.086956522,0.080536913,0
812,0005d8774eae0fe4ac631b37b2bfd985,0,1,1,0.391304348,0.38590604,0
5763,002a429617ce27ca27a4089dab19cc05,1,1,1,0.260869565,0.191275168,0
1934,000e1882ce240208872bdbbc1defa0b8,1,1,1,0.173913043,0.291946309,0
8799,0041ee41cd5113f493858b5fddbf69b7,0,0.019953052,0.003430532,0.043478261,0.214765101,0
504,0003b89f90cfd9175691ad7ca9454154,1,0.998826291,1,0.043478261,1,1
4269,001f4636dca17eeef43b0acb78d0b973,1,1,1,0.782608696,1,1
93,0000c46dc4f3b3f07b11d0d85e02dad5,1,1,1,0.47826087,0.38590604,0
845,00060f2259cc2aa1299bd21faef40304,1,0.998826291,1,0.130434783,0.003355705,0
9347,0045caaedceeaad0c99ce3fd25a73e7d,1,0.998826291,1,0.173913043,1,0
5201,00260f190aea38716149602625d369f4,1,1,1,0.217391304,0.38590604,1
4558,002168744666192a4bb343ccc07194f6,0,1,1,0.086956522,0.38590604,0
8387,003e867e62a306399108dccdf84995f9,1,0.019953052,0.017152659,0.043478261,0.013422819,1
2165,000f98a416770e55399f8551da47769d,0,0.003521127,0.022298456,0.043478261,0.006711409,0
7270,0035f70b280d8572f9c795b9a8723d80,0,1,0.162950257,0.260869565,0.063758389,0
7049,0034328dc8caf7920741ffd8448e2b26,0,1,0.025728988,0.086956522,0.026845638,0
8859,00426487a59e80109ad31d4747983e9e,1,1,1,0.130434783,0.157718121,0
7361,0036a5b383825a34bbab876ff0731860,1,1,1,0.782608696,1,0
5645,002976b5de25ab15954505c7a6b271af,1,1,1,0.434782609,0.020134228,0
3026,00162ee194f1ba4f6dd2a543c5682de6,0,0.998826291,0.046312178,0.130434783,0.184563758,1
2052,000ed09b0c2b0e2d5f21972f82f0df14,1,0.019953052,0.062607204,0.47826087,1,0
7227,003588054d57c487b8ab2999ed3de88f,0,0.998826291,1,0.434782609,1,0
2826,0014cc450d34f1dd5b9e93662e4bfe09,0,1,1,0.130434783,0.617449664,0
8971,004351b4d44deaed8463cd4fad4a74f9,1,0.998826291,1,0.130434783,0.214765101,1
5002,00247ec348999f93a83d691434b4dda4,0,0.019953052,0.062607204,0.086956522,0.38590604,0
7863,003a5f24eb283a824d09cb46316e836a,0,0.048122066,0.025728988,0.043478261,0.020134228,0
5863,002af43be1810b698a8733e9ca0a6fe8,1,0.998826291,0.006861063,0.173913043,0.013422819,0
5750,002a31b5c5be2517d35f364a89c59e7e,0,1,0.046312178,0.260869565,0.184563758,0
4868,00238bc3150cb07ed40d564a1ddf2bc6,0,0.019953052,1,0.086956522,0.355704698,0
9616,0047d5a9e1c8128951ef215fcf52b839,0,0.998826291,1,0.043478261,0.003355705,0
2188,000fc695d2f2cf0b856010e7e1b79e01,0,0.998826291,0.025728988,0.173913043,0.063758389,0
7039,00342576f7c5b83024af70f6672ebcf3,1,1,1,0.086956522,0.120805369,0
6272,002de5e0cb93771f828aa5a6a5fa93a8,0,0.998826291,1,0.130434783,0.080536913,0
6945,0033633bb96fa32494816c152edf7a61,0,0.998826291,0.046312178,0.130434783,0.184563758,0
2207,000fe43f1eca48c5f794e4b723cf32b5,0,1,0.050600343,0.173913043,0.053691275,1
1423,000aa7861f7d6632601943a51495477d,1,1,0.027444254,0.260869565,0.147651007,1
6810,0032348216402d29345e74f4ba595baa,0,0.019953052,0.007718696,0.043478261,0.151006711,0
321,00026df87e853f51a8964b908b5fd87e,0,1,0.02915952,0.086956522,0.110738255,0
1141,00087520f15805ccd33a3fbca00ab99e,1,0.003521127,0.060034305,0.043478261,0.617449664,1
8934,004305770d7859e89ccf1290f44b04e5,0,0.998826291,1,0.304347826,0.191275168,0
914,00069917f304a9ddccec2dee0f5369a2,0,0.063380282,0.162950257,0.043478261,0.281879195,0
4958,002441d565a4587973993e7fe74b4d76,1,0.998826291,0.060034305,0.217391304,0.617449664,1
1965,000e3eb7267ba93a574446419cae7726,1,0.998826291,1,0.130434783,1,0
9792,00491b35d418377ae342866f4c257b6a,1,0.998826291,0.025728988,0.086956522,0.030201342,0
4318,001f96f7927b758ce3b0dba34eeeab06,1,0.998826291,1,0.086956522,0.355704698,0
7114,0034b6631a557daa5a6656254fc75c9e,0,0.998826291,1,0.347826087,0.157718121,0
6279,002df8fbe05f92d7f2eb1289e9e4a785,0,0.019953052,0.062607204,0.043478261,0.147651007,0
3057,0016617ffe5f15e3e18e6facb02d3129,0,0.998826291,0.027444254,0.173913043,0.016778523,0
8493,003f591f7967a9293262cad208d415b2,1,0.998826291,1,0.086956522,0.020134228,0
8953,00431db21902eecd9996574889f67ce7,0,0.998826291,0.007718696,0.130434783,0.147651007,0
4779,0022dc4628f17fdd29cf7f3b7c1845c9,0,0.998826291,1,0.130434783,0.016778523,0
9676,00484767d2db58cf1f7c608742395f65,1,0.998826291,1,0.304347826,1,0
6118,002cc54ad75380b5bcadbc69b45333f4,1,1,1,0.565217391,0.617449664,0
8213,003d52ce2d6c5f96e79d839ff0ad7ff4,1,0.998826291,1,0.826086957,0.281879195,0
2129,000f4f01def10eb6853ce372dc49aa00,1,1,1,0.391304348,0.38590604,0
7236,0035a1306504aa5accccd5c93833f808,1,0.038732394,0.060034305,0.869565217,0.090604027,0
6557,0030371d9441e6d462c5268fe924c910,1,0.998826291,1,0.086956522,1,0
3890,001c89df0bbcf3260a76faabef0eef85,1,1,1,0.260869565,0.617449664,0
7850,003a2f684ace8e9d17362492801af57b,0,0.998826291,1,0.826086957,0.291946309,0
7166,0035190099e5c361d9e3f5c601ce31d5,1,1,0.162950257,0.086956522,0.617449664,0
8367,003e57ceff5029928f697441ee8f3de2,0,1,0.007718696,0.086956522,0.003355705,0
9293,004576368ae6017227f81844ab4756f1,0,0.998826291,0.007718696,0.260869565,0.010067114,0
628,0004a268613206c80a5d53ae05208cbf,0,0.998826291,0.034305317,0.347826087,0.355704698,0
3820,001bf54f68223400eb5cceb86d0f46df,1,1,1,0.260869565,0.617449664,0
4803,00230a5c6547db05a67a32e38af41962,0,0.998826291,0.025728988,0.217391304,0.151006711,1
511,0003c394fa166eca61e72ccce9d06eee,0,0.998826291,0.001715266,0.130434783,0.006711409,0
8865,00426bf745aedf5c211ac234ad4e84a9,1,0.998826291,1,0.086956522,0.090604027,0
6581,003063d953f45e12cc59c15508fd9b3b,1,0.063380282,0.162950257,0.043478261,0.046979866,0
8197,003d291c1f3321fccaf868c337811a53,0,0.019953052,0.034305317,0.043478261,1,0
635,0004a9102ef3b04fb68560408798fc0c,0,0.018779343,0.062607204,0.086956522,0.191275168,0
9666,004837f713312a33a1ad31568b5020af,1,0.998826291,1,0.043478261,1,0
7079,003470b20f83d4c1179b073948e00216,0,0.998826291,1,0.086956522,1,0
1842,000d7e276febcc3f6d788fe2c579fe5b,1,0.998826291,1,0.086956522,0.157718121,0
339,0002970db65bdb560b207735f3ccb4bf,1,0.998826291,1,0.826086957,0.355704698,0
4724,002269d3604a749951dd350c95948a08,0,1,1,0.217391304,0.38590604,1
4241,001f10a86500274eec32c1beba9b02c2,1,0.998826291,1,0.304347826,1,0
144,00011eb8bde7bc39ffc4cedc57f34f35,1,0.998826291,1,0.086956522,0.38590604,0
7456,003755d5fdfbfa5651d16184f5870eb3,1,1,1,1,0.617449664,0
9643,0048043d13f24af5881d4e0bdb237024,0,0.019953052,0.062607204,0.217391304,0.10738255,0
3145,0016f4348215895d15098fda0efa6788,1,1,1,0.304347826,0.214765101,0
1612,000bee2156ccd9d5cee0a4e277cec047,1,1,0.025728988,0.043478261,0.020134228,0
5053,0024d4b5ca1cd52ded9886642afbd3bb,0,0.998826291,0.062607204,0.130434783,0.291946309,0
997,00074e1776d7a11b01583b92ce9a22d1,1,0.998826291,1,0.086956522,0.191275168,0
8581,00401d91704ea321da634975ca81e180,1,1,0.162950257,0.260869565,0.147651007,0
4619,0021c86e50d30e5c5fb8c81c7da0b6f3,1,1,1,1,0.214765101,1
9447,0046a48bd59ac5483f4a754e784364ad,1,1,0.042881647,0.652173913,0.010067114,0
1142,000877084f59da3bf96f4397242b0551,0,0.063380282,0.042881647,0.130434783,0.006711409,0
6738,0031af566ec859affbd7caf7e8bbb3cf,1,0.038732394,0.060034305,0.869565217,0.080536913,0
6925,00333a2debd1a627794c29180034b174,0,0.016431925,0.011149228,0.47826087,0.080536913,0
4228,001ef30f537b6eb65c68feadc175d717,1,1,1,0.130434783,0.147651007,0
5422,0027afa568b4f7bf2005790e618b32ef,1,0.998826291,1,0.217391304,0.355704698,0
8929,0042faad9c01f4453813f20ebdb9578f,1,0.998826291,1,0.086956522,0.38590604,0
4600,0021b1800d364ea513e0d7388f44f039,1,1,0.042881647,0.217391304,0.030201342,0
7755,00399475cfa1f70d13b9a510fa96c255,0,0.063380282,0.046312178,0.086956522,0.184563758,0
5447,0027e067200cb02eef56c224225da55e,1,0.016431925,0.022298456,0.47826087,0.080536913,0
4380,002005475d9e90eb1f4f35dcef718089,1,0.998826291,0.062607204,0.173913043,0.020134228,0
3592,001a4efa85a3eb5eb511446fd870b5e0,0,0.998826291,1,0.043478261,1,0
235,0001c27080f2fd0527263efbdd65d06c,0,0.031690141,1,0.043478261,1,0
3225,0017b1549ac87aaa1f815a1180a2aef3,1,1,0.162950257,0.043478261,0.214765101,0
9828,004968337f9321b77423bfa01f01353b,1,1,0.162950257,0.173913043,0.291946309,0
1406,000a893feac23c41756df6768f5fc11e,1,1,1,0.130434783,0.080536913,0
2517,00126dc1e66484610dbaefbf0393ba99,1,0.998826291,0.062607204,0.086956522,0.157718121,0
9056,0043eb5a065de7861207c14e7847170e,1,1,1,0.434782609,0.38590604,0
9499,0046f86a6a41d385c1d8c9bd2a1fd4fb,1,0.998826291,0.02915952,0.217391304,0.110738255,0
597,000467c81974d1ecb83a226cfe79b02c,1,1,0.060034305,0.782608696,0.617449664,0
3457,00196ae6552212803ffbe8d21ae7db06,1,1,1,0.217391304,1,0
6413,002f0fd382fbdd40680c1102216aaa4b,1,0.998826291,0.062607204,0.086956522,0.083892617,0
4722,002267bf3f4db4a1294fece8f776bb92,0,0.998826291,1,0.434782609,1,0
1563,000ba62a884d1a90fbf7177ac8184351,0,1,0.006861063,0.130434783,0.016778523,0
3040,00164a501d9eb36e416eb08b8bc1ff7a,1,1,0.062607204,0.47826087,0.013422819,0
2659,00138be7aba38975d21c93ad5172807c,1,0.998826291,1,0.086956522,1,0
1636,000c1a24727e47d588852d82b757b30f,0,0.998826291,1,0.043478261,0.191275168,0
6892,0032e8489f24894372629b84bffb75d5,1,0.998826291,1,0.043478261,1,0
4511,00210e4382daa58587c4f33ca16f4d1e,0,0.019953052,1,0.217391304,0.355704698,0
5013,00248d2b98e2491ed4bba980606621ee,0,0.998826291,1,0.086956522,0.291946309,0
4469,0020b57d07451494dd985664ef95e15d,0,1,0.011149228,0.391304348,0.38590604,0
7851,003a339a01a296c7b012d4f867ea38ba,1,0.998826291,0.062607204,0.217391304,0.291946309,0
3409,0019073b96d3e2d3f7fd1f70f8b87a56,1,1,1,0.260869565,0.214765101,0
5514,00286103e67917615a9f1cd3bae5f7e1,1,0.998826291,0.034305317,0.130434783,0.090604027,0
2935,0015914ee4f286596526349ba86f3224,0,0.998826291,1,0.086956522,0.120805369,0
8242,003d8dcb02f40606ccb1a034cb9d4661,1,1,1,0.217391304,0.013422819,1
4715,0022594309f43f64029896fa62eccea4,0,0.998826291,1,0.086956522,0.026845638,0
9750,0048d5915a25c51595802a7d1d6b66f2,0,1,1,0.130434783,1,0
2024,000ea0c3e1a1ff0f3df3f402592573b6,1,0.018779343,0.062607204,0.043478261,0.151006711,1
9568,00477bef2afc2e7509063ddeccdbfdec,1,0.998826291,1,0.043478261,0.355704698,0
7905,003aa550fa8ca7ae70c72ca9374e1013,1,1,0.042881647,0.173913043,0.010067114,0
1538,000b74afd248ac7c1a5f70b412f496dd,1,0.998826291,1,0.217391304,0.090604027,0
8609,004053f34215cb963892fecdcb810be6,1,0.998826291,1,0.173913043,0.083892617,1
1802,000d3bd91abc0f91a028697422e43f13,0,0.998826291,1,0.304347826,1,0
2702,0013d4a2baa223532f88dfdf6dcf66c3,1,1,1,0.130434783,0.083892617,1
3998,001d55b17bccf281b7de1dbb09c0db40,1,1,0.162950257,0.304347826,0.083892617,0
3641,001a9fa496fed634c16b12367f7f55fd,0,1,1,1,0.617449664,0
6651,0030fb19e843e14f2ed0f811f8e2bbbd,0,0.998826291,1,0.695652174,1,0
1803,000d3c5cea09715d84eb11192892fef8,0,0.998826291,0.034305317,0.086956522,0.617449664,0
2250,001036cf7a09caaac417d5fd0393371c,1,0.998826291,1,0.173913043,0.191275168,1
9501,0046fcc4f3f0c47ffa106ecd278cb47e,1,0.998826291,1,0.434782609,0.214765101,0
3578,001a323f959bb57a1647f9cd6f168a40,1,0.998826291,1,0.173913043,0.38590604,0
9797,0049205a84c3430114683fea2e199abb,1,0.998826291,1,0.52173913,0.214765101,0
2449,0011ee121ff3bc24e5cef3ea267ccf94,1,0.998826291,1,0.434782609,1,0
7973,003b3e0036676e20b30b59763615796c,1,0.019953052,1,0.086956522,0.090604027,0
3785,001bb29a0f4313a0d1b5033f0d3adc93,0,0.998826291,1,0.217391304,0.110738255,0
1981,000e5cfbb5aa6b2ac2b88757c8096ae9,0,1,0.042881647,0.130434783,0.033557047,0
3881,001c64d4cb8fb5622fca7179536d70da,1,1,0.011149228,0.086956522,0.036912752,0
5313,0026cc4f57c80be865587e7725133a57,0,0.998826291,1,0.173913043,0.006711409,0
3234,0017c1c1bdc07d197b3109564ce0545b,0,1,1,0.043478261,0.006711409,0
9103,00443a3f6739e470b89c3aa6b70960d5,0,0.998826291,0.02915952,0.130434783,0.110738255,0
7699,0039328f9bfc3b0355d1086334bde30f,1,0.998826291,0.060034305,0.130434783,0.023489933,0
3258,0017f22597b6c1ac8e076cf62f3a0149,1,0.998826291,1,0.086956522,1,1
2269,00105d352b57c817e232cccc56041c4f,1,0.998826291,1,0.043478261,1,0
3069,001677e87f445888c2cffcf7b446d4c0,0,1,1,0.086956522,0.214765101,0
4761,0022b1ef70c916e8f81ad549dcdde451,1,1,0.060034305,0.52173913,0.110738255,0
7857,003a46a414c09cbc6628b388ebb2ccc3,1,0.998826291,1,0.043478261,0.043624161,0
3927,001cd04f5097cc15882f3224e63a6a09,0,0.998826291,1,0.695652174,1,0
827,0005f2ceea3b121afaa5afad8b9f2b8b,1,0.998826291,0.060034305,0.130434783,0.281879195,0
2172,000fa29cc83b459a431217b232f66647,1,1,0.046312178,0.086956522,0.184563758,0
2413,00119006746f184001cc3857ce65712d,0,1,1,0.652173913,0.10738255,0
8792,0041e1e65fa9490732b7297800f66088,1,0.998826291,1,0.130434783,0.030201342,0
9162,0044957ea8849a30a6b87e2433f7280b,1,1,1,0.086956522,0.617449664,0
1123,00084e1086600aa09f95d7faa3768bc8,0,0.998826291,1,0.086956522,0.033557047,0
6535,00300c18e08f27016fe27d8d74e013c8,0,1,1,0.173913043,0.38590604,0
8483,003f491989eb4b259c73e8b268b789c9,1,1,1,0.130434783,1,0
1734,000cc77d7546330fa6e5168eb72a8fcc,1,0.031690141,1,0.347826087,0.214765101,0
8198,003d2e99991e56f2a665e54fdad092e1,0,1,1,0.217391304,0.617449664,0
6199,002d6f80a8b428c1ed83014b9d2501e6,0,0.998826291,1,0.086956522,0.38590604,0
7665,0038eeadd647258d23ee9499866f0953,1,0.998826291,1,0.043478261,0.157718121,0
5779,002a562ee7b5957bf12ca82c845ba100,0,1,0.162950257,0.130434783,0.281879195,0
7669,0038fc4d511f1b2b2f4643fc2e8470e7,0,0.998826291,1,0.086956522,0.355704698,0
4890,0023c17a1ec5a9edaeba035c6d1797ac,1,1,1,0.304347826,0.030201342,0
2941,00159ae5debbc235c0e5a22495813069,0,0.998826291,0.025728988,0.086956522,1,1
9877,0049d4e39096468415aebbf14056bf2a,1,0.998826291,1,0.217391304,0.033557047,1
236,0001c87dc139a533adce41cfc8a4fcc9,1,1,1,0.260869565,0.070469799,0
7241,0035ae1b9743786ba50ad312fb23e4d4,0,0.998826291,1,0.086956522,0.214765101,0
2964,0015b7ba221805c698b1e76e3ad11200,1,1,0.162950257,0.260869565,0.120805369,0
6237,002db640f5997c6e7a1610a2017e0eca,0,1,0.034305317,0.043478261,0.281879195,0
9788,004918932262866a48ed48bf809c1c87,0,1,0.022298456,0.391304348,0.033557047,0
438,0003492a9451485e8c0a3de6a52634c8,1,1,1,0.173913043,0.617449664,1
3199,001779238a01eca81592bb76dba7c587,1,0.998826291,1,0.130434783,0.214765101,0
8314,003dff16590a7d32b148c60da3462dbb,0,0.998826291,1,0.086956522,0.281879195,0
7033,003419bc78be26e1ef82235ece7e44a4,1,1,1,1,0.617449664,1
386,0002e938cd10813caac5d2ba1badf801,1,1,1,0.043478261,0.38590604,0
6361,002eaf1df1f0d85f345ba5fd12cc44e5,0,0.998826291,1,0.217391304,0.006711409,0
8679,0040e1ede1f4afcf68c907eceb3bdb87,0,0.016431925,0.011149228,0.47826087,0.080536913,0
3250,0017df492899251e6ce90abda74fd67c,0,0.048122066,0.050600343,0.130434783,0.281879195,0
3350,00189efbbca5039dc1b95f7a30d3e4cf,0,0.998826291,1,0.217391304,0.157718121,0
6100,002ca7dfbaaa2c3c48a205d987a1ce79,0,0.998826291,1,0.217391304,0.214765101,0
8544,003fcf315ff96ba2c45ac2947571acbd,1,1,1,0.434782609,0.617449664,1
9353,0045d3fa18b24c62cf26889faf3f3f1b,1,0.998826291,0.022298456,0.347826087,0.010067114,0
9944,004a46f2650bf218bcd9c1872c57b479,0,1,1,0.086956522,0.070469799,0
2916,00157588c60723739c6721ea95890dc6,1,0.031690141,0.060034305,0.086956522,0.110738255,0
2450,0011f06ecdbd57e7205f74e0a152da26,1,1,1,0.043478261,0.281879195,0
4609,0021bc298cd96c9851026db8edd58d78,0,0.998826291,1,0.130434783,0.355704698,0
153,0001281390a9d344fa9b0ef8337c7ee9,1,1,0.162950257,0.130434783,0.147651007,0
1783,000d1ba33e168114ba2f60df4547757b,0,1,1,0.304347826,0.617449664,0
9182,0044b844880dda9d76158dbf357ebd9b,1,1,0.162950257,0.304347826,0.617449664,0
8308,003df500fd257205955011f9585efd5d,0,0.998826291,0.002572899,0.086956522,0.003355705,1
7194,0035545e84cdc9000f8080e3a81a5bca,0,1,1,0.086956522,0.617449664,0
6648,0030f7dd9e9b0d178f1d195012e8c89b,0,0.998826291,1,0.304347826,0.120805369,0
2221,000ff6a6d005f2c946e46960d28a51cb,0,0.005868545,0.034305317,0.043478261,0.355704698,0
9746,0048cda468d173237f59b610ed1a24ff,0,0.998826291,1,0.086956522,0.053691275,0
7136,0034f14553b0d2abe6bb100353ad4669,1,1,1,0.173913043,0.191275168,1
4543,002152d21c4b3a0763491515aacf30fb,0,1,0.027444254,0.217391304,0.291946309,0
3570,001a1c326cdf63ce5e2f0500d1e3231c,0,0.998826291,1,0.173913043,0.080536913,0
4601,0021b2f4e89f516f633cde2486248f2e,0,1,1,0.391304348,0.617449664,0
6098,002ca1fb747739bf2dec223ce1fb686b,0,0.998826291,1,0.826086957,0.38590604,0
5897,002b46af1b9f7c283a76d7eac1cf8598,1,1,1,0.217391304,0.10738255,0
4321,001f9d8a8de2446809a4d450cb294e19,0,0.998826291,0.025728988,0.173913043,0.030201342,0
708,00052b3fe4246360255c2b5495cac16d,1,0.998826291,1,0.130434783,0.355704698,0
6757,0031d42efead5e4e902cd5d384e9e05c,0,1,0.017152659,0.565217391,0.013422819,0
4072,001de85affbfde096e33dc1f6b769aad,0,0.998826291,1,0.826086957,0.355704698,0
961,000702f8d6e1db7ab3bc98cce5d8de0e,0,0.998826291,1,0.130434783,0.013422819,0
820,0005e8e3597a05ee42f7cf216f8582a5,1,0.998826291,1,0.043478261,0.013422819,0
9062,0043fcc90092c6809f345eb779325612,0,0.998826291,1,0.130434783,0.090604027,0
2999,0015fb11ad828a506466cc336ff57c2c,0,0.998826291,1,0.130434783,1,0
2121,000f44f02f0d4bc08e5105cd82909536,0,1,0.042881647,0.260869565,0.016778523,0
8657,0040aba06ddf96a0142b40d3b63351a9,1,0.998826291,1,0.826086957,0.355704698,0
3792,001bbd94a712dc8b7934235980c5a1bf,1,0.048122066,0.001715266,0.043478261,0.006711409,0
3631,001a91d37ef78d758c383e854e0fd490,1,0.998826291,0.034305317,0.043478261,0.110738255,1
1524,000b5daf594c8f6ca3fa065255ebbb14,1,1,1,0.347826087,1,0
2111,000f38815eda243532319311447a1bb8,1,0.998826291,1,0.217391304,1,0
3907,001cae95ebc6006bff4dba65d782c144,0,0.998826291,1,0.086956522,0.355704698,0
4804,00230de1f47c6d6080e27a9d15c2be64,1,1,0.025728988,0.260869565,0.033557047,0
7131,0034e7b34d368daeb0105634a4d4daa8,1,0.998826291,1,0.217391304,0.355704698,0
3208,0017919224a0e5b3c039da9c4ebd5715,1,0.998826291,1,0.086956522,0.38590604,1
4272,001f4e1cfccb6c595c943c8af5925139,1,0.998826291,1,0.043478261,0.147651007,1
1980,000e5b92485b623fb84b021b845f89ae,0,1,0.162950257,0.652173913,0.003355705,0
947,0006dd932cdc71575d60a02c2ddb5dbe,0,1,1,0.043478261,0.063758389,0
6950,00336969ffa4bca370743d23412cdeaa,1,1,0.025728988,0.130434783,0.033557047,0
7619,00389074687929a6124f1d8718dc935e,0,0.038732394,0.027444254,0.043478261,0.013422819,0
4682,00221ed4cc9cd46155277f7ab1385e7e,0,1,0.003430532,0.173913043,0.214765101,0
3166,00172893f32f84d6b5bfe9858cb6b4a1,1,0.998826291,0.025728988,0.086956522,0.033557047,1
5079,00251761dbe8867dc912c3bf012b9946,0,1,0.034305317,0.304347826,0.214765101,0
6722,00319485c20ae18a32c5b136a36eb535,0,0.998826291,1,0.043478261,1,0
2016,000e98477a8d2fc0093df8dba355a14f,1,1,0.025728988,0.130434783,0.38590604,0
5503,00284f3b8c0aab6a249768aba694d2fb,0,1,0.02915952,0.260869565,0.110738255,0
5730,002a170a87719439393aba6eba961910,0,1,1,0.304347826,0.617449664,0
4899,0023ddf5304b41f7c5879a75ea65ae2f,0,0.998826291,1,0.130434783,1,0
6618,0030ce3c4d82af901e2f097b4d6a41a3,0,0.063380282,0.162950257,0.086956522,0.120805369,0
8783,0041c30227c9c62706123560b7924e80,1,0.019953052,0.000857633,0.043478261,0.003355705,1
714,0005315db5a8c673975b10fcbfbccebe,0,0.063380282,0.025728988,0.043478261,0.191275168,0
664,0004dbaf86cb8c8a8f0dc861a12b34bd,0,1,0.042881647,0.173913043,0.030201342,0
487,00039edec82d489c4200fa25d89f5809,1,0.998826291,1,0.086956522,1,0
4882,0023b6edc5cbdb10ebb03f4f3038a2fa,1,0.048122066,0.046312178,0.130434783,0.184563758,0
9107,00443eaf102a72ee9661aaad55addba4,0,0.998826291,1,0.086956522,0.020134228,0
7910,003aacbb24fe9fbd81ed50c79227c0ef,0,1,1,0.434782609,0.191275168,0
7388,0036cfdbcacf53299b540c065c515178,0,1,0.062607204,0.304347826,0.291946309,0
4292,001f6c353e04b877d8ba35b34d21adde,0,1,1,0.173913043,0.617449664,0
9874,0049cec1757d5638184a02fcb731633c,1,1,0.027444254,0.086956522,0.083892617,0
3011,001613826b469334feb4758379f47d79,0,1,0.050600343,0.086956522,0.214765101,0
7810,0039f2d6a0a7656086847e898420a942,0,1,1,0.130434783,0.617449664,0
2871,001528f123944143928451258b95b89d,1,0.998826291,1,0.260869565,0.617449664,1
9114,00444db849c9b953070679de133043f4,1,0.019953052,0.022298456,0.043478261,0.030201342,1
346,0002a63efc796d70fd7fee94513fbb2d,1,0.998826291,1,0.130434783,0.043624161,0
8022,003ba867aabb9dd4a3f85a7efe5330ec,0,0.048122066,0.050600343,0.043478261,0.147651007,1
5903,002b57052e07e4ee9d0a258ca80f5071,1,1,0.050600343,0.347826087,0.281879195,1
9651,00481e2398528454a01193a4f13c8285,1,0.998826291,0.042881647,0.043478261,0.010067114,0
6003,002c07ba3964748d47bb96075c574518,1,1,1,0.086956522,0.617449664,1
2982,0015da4cbdd3d48e2bac23209e73254a,1,0.998826291,1,0.434782609,0.617449664,0
5358,00272510fb5b50b7d35214c3541819b3,0,0.998826291,1,0.130434783,1,0
4315,001f944853a586932cce1725db0f815c,1,0.031690141,1,0.347826087,0.355704698,0
3318,00185e098c3b938e259553523ed8a94f,0,0.019953052,1,0.826086957,0.355704698,0
7878,003a79570bc74c393c61ec1df380e199,1,0.998826291,1,0.826086957,0.281879195,0
568,00043685bb351ebdda6c5cc6ac5078f6,0,0.998826291,1,0.043478261,0.151006711,0
3683,001ae9260587d4fb727f4ad61e61ac2a,0,1,1,0.260869565,0.191275168,0
783,0005a0b46fcc25ff857ecb3a7e4ab681,1,1,0.162950257,0.173913043,0.083892617,1
8156,003cced903135506a0406836b47c422e,1,0.998826291,1,0.086956522,1,0
6334,002e6b710e91b2e7b771218851b86e35,1,1,1,0.086956522,1,1
3753,001b648b683f420220d2b8cbc34c3af6,0,0.998826291,1,0.130434783,1,0
